rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R	direction
RHEA:10608	O2 + reduced [NADPH--hemoprotein reductase] + trans-cinnamate = H(+) + H2O + oxidized [NADPH--hemoprotein reductase] + trans-4-coumarate	CHEBI:15669	CHEBI:12876	trans-cinnamate	trans-4-coumarate	L>R
RHEA:10648	2-hydroxycyclohexan-1-one + H(+) + NADPH + O2 = 6-hydroxyhexan-6-olide + H2O + NADP(+)	CHEBI:17878	CHEBI:17075	2-hydroxycyclohexan-1-one	6-hydroxyhexan-6-olide	L>R
RHEA:10656	guanidinoacetate + S-adenosyl-L-methionine = creatine + H(+) + S-adenosyl-L-homocysteine	CHEBI:57742	CHEBI:57947	guanidinoacetate	creatine	L>R
RHEA:10692	6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylate + 3 O2 = H(+) + 2 H2O + 2 H2O2 + pyrroloquinoline quinone	CHEBI:58778	CHEBI:58442	6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylate	pyrroloquinoline quinone	L>R
RHEA:10696	a holo-[mycocerosate synthase] + a long-chain fatty acid + ATP = a long-chain acyl-[mycocerosate synthase] + AMP + diphosphate	GENERIC:12641	GENERIC:13239	a holo-[mycocerosate synthase]	a long-chain acyl-[mycocerosate synthase]	L>R
RHEA:10704	ATP + L-valine + tRNA(Val) = AMP + diphosphate + L-valyl-tRNA(Val)	GENERIC:9672	GENERIC:9708	tRNA(Val)	L-valyl-tRNA(Val)	L>R
RHEA:10732	ATP + firefly D-luciferin + O2 = AMP + CO2 + diphosphate + firefly oxyluciferin + hnu	CHEBI:58038	CHEBI:16792	firefly D-luciferin	firefly oxyluciferin	L>R
RHEA:10752	[beta-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)](n) + n ATP + n D-aspartate = [beta-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-6-N-(beta-D-Asp)-L-Lys-D-Ala-D-Ala)]n + n ADP + n H(+) + n phosphate	POLYMER:14481,CHEBI:29990	POLYMER:14482	[beta-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)](n),D-aspartate	[beta-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-6-N-(beta-D-Asp)-L-Lys-D-Ala-D-Ala)]n	L>R
RHEA:10764	(2R,3S,4S)-leucocyanidin + 2-oxoglutarate + O2 = (4S)-2,3-dehydroleucocyanidin + CO2 + H(+) + H2O + succinate	CHEBI:11412	CHEBI:138948	(2R,3S,4S)-leucocyanidin	(4S)-2,3-dehydroleucocyanidin	L>R
RHEA:10768	(2R,3S,4S)-3,4-leucopelargonidin + 2-oxoglutarate + O2 = (4S)-2,3-dehydroleucopelargonidin + CO2 + H(+) + H2O + succinate	CHEBI:17343	CHEBI:138950	(2R,3S,4S)-3,4-leucopelargonidin	(4S)-2,3-dehydroleucopelargonidin	L>R
RHEA:10784	2-oxoglutarate + N(6)-methyl-L-lysyl(36)-[histone H3] + O2 = CO2 + formaldehyde + L-lysyl(36)-[histone H3] + succinate	GENERIC:9786	GENERIC:9785	N(6)-methyl-L-lysyl(36)-[histone H3]	L-lysyl(36)-[histone H3]	L>R
RHEA:10788	2-dehydro-D-gluconate + ATP = 6-phospho-2-dehydro-D-gluconate + ADP + H(+)	CHEBI:16808	CHEBI:20750	2-dehydro-D-gluconate	6-phospho-2-dehydro-D-gluconate	L>R
RHEA:10792	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + H(+) = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + CO2	CHEBI:77657	CHEBI:137981	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	5-amino-1-(5-phospho-beta-D-ribosyl)imidazole	L>R
RHEA:10796	albendazole + H(+) + NADPH + O2 = albendazole S-oxide + H2O + NADP(+)	CHEBI:16664	CHEBI:16959	albendazole	albendazole S-oxide	L>R
RHEA:10836	NADPH + O2 + questin = demethylsulochrin + NADP(+)	CHEBI:57676	CHEBI:77886	questin	demethylsulochrin	L>R
RHEA:10848	an [alpha-factor](in) + ATP + H2O = ADP + an [alpha-factor](out) + H(+) + phosphate	GENERIC:11611	GENERIC:11611	an [alpha-factor]	an [alpha-factor]	L>R
RHEA:10860	3-hydroxy-2-methylpyridine-5-carboxylate + NADH + O2 = 2-(acetamidomethylene)succinate + NAD(+)	CHEBI:57528	CHEBI:57698	3-hydroxy-2-methylpyridine-5-carboxylate	2-(acetamidomethylene)succinate	L>R
RHEA:10864	3-hydroxy-2-methylpyridine-5-carboxylate + NADPH + O2 = 2-(acetamidomethylene)succinate + NADP(+)	CHEBI:57528	CHEBI:57698	3-hydroxy-2-methylpyridine-5-carboxylate	2-(acetamidomethylene)succinate	L>R
RHEA:10904	[cypemycin](1-18)-L-Cys-L-Leu-L-Val-L-Cys + A = AH2 + C(3,19),S(21)-[cypemycin](1-18)-L-Ala-L-Leu-N-thioethenyl-L-valinamide + CO2 + hydrogen sulfide	GENERIC:9797	GENERIC:9798	[cypemycin](1-18)-L-Cys-L-Leu-L-Val-L-Cys	C(3,19),S(21)-[cypemycin](1-18)-L-Ala-L-Leu-N-thioethenyl-L-valinamide	L>R
RHEA:10912	(R)-pantoate + ATP + beta-alanine = (R)-pantothenate + AMP + diphosphate + H(+)	CHEBI:15980	CHEBI:29032	(R)-pantoate	(R)-pantothenate	L>R
RHEA:10920	(1R,4R)-bornane-2,5-dione + H(+) + NADH + O2 = (1R,4R)-5-oxo-1,2-campholide + H2O + NAD(+)	CHEBI:15392	CHEBI:18130	(1R,4R)-bornane-2,5-dione	(1R,4R)-5-oxo-1,2-campholide	L>R
RHEA:10928	ent-kaur-16-en-19-al + O2 + reduced [NADPH--hemoprotein reductase] = ent-kaur-16-en-19-oate + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:15418	CHEBI:57297	ent-kaur-16-en-19-al	ent-kaur-16-en-19-oate	L>R
RHEA:10948	ATP + D-glucosamine = ADP + D-glucosamine 6-phosphate + H(+)	CHEBI:58723	CHEBI:58725	D-glucosamine	D-glucosamine 6-phosphate	L>R
RHEA:10956	H(+) + NADPH + O2 + trans-cinnamate = H2O + NADP(+) + trans-2-coumarate	CHEBI:15669	CHEBI:12875	trans-cinnamate	trans-2-coumarate	L>R
RHEA:10976	H(+) + NADH + O2 + quinolin-2-ol = 5,6-dihydroquinoline-2,5,6-triol + NAD(+)	CHEBI:16365	CHEBI:17244	quinolin-2-ol	5,6-dihydroquinoline-2,5,6-triol	L>R
RHEA:10996	2-methylpropanal oxime + S-adenosyl-L-methionine = 2-methylpropanal O-methyloxime + H(+) + S-adenosyl-L-homocysteine	CHEBI:17502	CHEBI:16616	2-methylpropanal oxime	2-methylpropanal O-methyloxime	L>R
RHEA:11000	an N-carbamoyl-D-amino acid + 2 H(+) + H2O = a D-alpha-amino acid + CO2 + NH4(+)	CHEBI:85602	CHEBI:59871	an N-carbamoyl-D-amino acid	a D-alpha-amino acid	L>R
RHEA:11020	1D-myo-inositol 1,4,5-trisphosphate + ATP = 1D-myo-inositol 1,3,4,5-tetrakisphosphate + ADP + H(+)	CHEBI:203600	CHEBI:57895	1D-myo-inositol 1,4,5-trisphosphate	1D-myo-inositol 1,3,4,5-tetrakisphosphate	L>R
RHEA:11036	ATP + H2O + quaternary ammonium(out) = ADP + H(+) + phosphate + quaternary ammonium(in)	CHEBI:35267	CHEBI:35267	quaternary ammonium	quaternary ammonium	L>R
RHEA:11052	4-aminobenzoate + 2 H(+) + NADH + O2 = 4-aminophenol + CO2 + H2O + NAD(+)	CHEBI:17836	CHEBI:17602	4-aminobenzoate	4-aminophenol	L>R
RHEA:11056	4-aminobenzoate + 2 H(+) + NADPH + O2 = 4-aminophenol + CO2 + H2O + NADP(+)	CHEBI:17836	CHEBI:17602	4-aminobenzoate	4-aminophenol	L>R
RHEA:11060	ATP + L-isoleucine + tRNA(Ile) = AMP + diphosphate + L-isoleucyl-tRNA(Ile)	GENERIC:9666	GENERIC:9695	tRNA(Ile)	L-isoleucyl-tRNA(Ile)	L>R
RHEA:11084	3-dehydro-L-gulonate + H(+) = CO2 + L-xylulose	CHEBI:57655	CHEBI:17399	3-dehydro-L-gulonate	L-xylulose	L>R
RHEA:11104	N(alpha),N(alpha)-dimethyl-L-histidine + S-adenosyl-L-methionine = H(+) + hercynine + S-adenosyl-L-homocysteine	CHEBI:57610	CHEBI:15781	N(alpha),N(alpha)-dimethyl-L-histidine	hercynine	L>R
RHEA:11124	2,5-dihydroxypyridine + H2O + O2 = formate + 2 H(+) + maleamate	CHEBI:16364	CHEBI:16146	2,5-dihydroxypyridine	maleamate	L>R
RHEA:11152	5-pyridoxate + NADPH + O2 = 2-(acetamidomethylene)-3-(hydroxymethyl)succinate + NADP(+)	CHEBI:30960	CHEBI:19418	5-pyridoxate	2-(acetamidomethylene)-3-(hydroxymethyl)succinate	L>R
RHEA:11180	ATP + L-asparagine + tRNA(Asn) = AMP + diphosphate + H(+) + L-asparaginyl-tRNA(Asn)	GENERIC:9659	GENERIC:9674	tRNA(Asn)	L-asparaginyl-tRNA(Asn)	L>R
RHEA:11204	apo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)] + ATP + biotin = AMP + diphosphate + H(+) + holo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]	GENERIC:10511	GENERIC:10512	apo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]	holo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]	L>R
RHEA:11216	a 2'-deoxyribonucleoside 5'-phosphate + ATP = a 2'-deoxyribonucleoside 5'-diphosphate + ADP	CHEBI:65317	CHEBI:73316	a 2'-deoxyribonucleoside 5'-phosphate	a 2'-deoxyribonucleoside 5'-diphosphate	L>R
RHEA:11220	a 5'-end (5'-triphosphoguanosine)-(purine-ribonucleotide) in mRNA + S-adenosyl-L-methionine = a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(purine-ribonucleotide) in mRNA + S-adenosyl-L-homocysteine	GENERIC:13407	GENERIC:12925	a 5'-end (5'-triphosphoguanosine)-(purine-ribonucleotide) in mRNA	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(purine-ribonucleotide) in mRNA	L>R
RHEA:11240	ATP + thiamine diphosphate = ADP + thiamine triphosphate	CHEBI:58937	CHEBI:58938	thiamine diphosphate	thiamine triphosphate	L>R
RHEA:11288	dihydromacarpine + H(+) + O2 = H2O2 + macarpine	CHEBI:18029	CHEBI:17101	dihydromacarpine	macarpine	L>R
RHEA:11292	2 H(+) + O2 + rifamycin B = H2O2 + rifamycin O	CHEBI:58306	CHEBI:16324	rifamycin B	rifamycin O	L>R
RHEA:11332	ATP + RNA(n) = diphosphate + RNA(n)-3'-adenine ribonucleotide	POLYMER:11128	POLYMER:14647	RNA(n)	RNA(n)-3'-adenine ribonucleotide	L>R
RHEA:11336	(3R)-3-hydroxy-16-methoxy-2,3-dihydrotabersonine + S-adenosyl-L-methionine = deacetoxyvindoline + H(+) + S-adenosyl-L-homocysteine	CHEBI:58485	CHEBI:57965	(3R)-3-hydroxy-16-methoxy-2,3-dihydrotabersonine	deacetoxyvindoline	L>R
RHEA:11340	5-guanidino-2-oxopentanoate + H(+) = 4-guanidinobutanal + CO2	CHEBI:58489	CHEBI:57854	5-guanidino-2-oxopentanoate	4-guanidinobutanal	L>R
RHEA:11348	arsenite(in) + ATP + H2O = ADP + arsenite(out) + H(+) + phosphate	CHEBI:29242	CHEBI:29242	arsenite	arsenite	L>R
RHEA:11360	2 2',3,4,4',6'-pentahydroxychalcone + 2 H(+) + O2 = 2 aureusidin + 2 H2O	CHEBI:77621	CHEBI:18149	2',3,4,4',6'-pentahydroxychalcone	aureusidin	L>R
RHEA:11368	1-acyl-2-(9Z)-octadecenoyl-sn-glycero-3-phosphocholine + H(+) + NADH + O2 = 1-acyl-2-[(S)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine + H2O + NAD(+)	CHEBI:58293	CHEBI:57982	1-acyl-2-(9Z)-octadecenoyl-sn-glycero-3-phosphocholine	1-acyl-2-[(S)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine	L>R
RHEA:11396	5-methyldeoxycytidine 5'-phosphate + ATP = 5-methyldeoxycytidine diphosphate + ADP	CHEBI:57886	CHEBI:58541	5-methyldeoxycytidine 5'-phosphate	5-methyldeoxycytidine diphosphate	L>R
RHEA:11412	6-hydroxymethyl-7,8-dihydropterin + ATP = (7,8-dihydropterin-6-yl)methyl diphosphate + AMP + H(+)	CHEBI:44841	CHEBI:72950	6-hydroxymethyl-7,8-dihydropterin	(7,8-dihydropterin-6-yl)methyl diphosphate	L>R
RHEA:11420	NADPH + O2 + senecionine = H2O + NADP(+) + senecionine N-oxide	CHEBI:77617	CHEBI:52070	senecionine	senecionine N-oxide	L>R
RHEA:11424	[myosin heavy-chain]-L-threonine + ATP = [myosin heavy-chain]-O-phospho-L-threonine + ADP + H(+)	GENERIC:13718	GENERIC:13719	[myosin heavy-chain]-L-threonine	[myosin heavy-chain]-O-phospho-L-threonine	L>R
RHEA:11432	S-adenosyl-L-methionine + vitexin 2''-O-beta-L-rhamnoside = 7-O-methylvitexin 2''-O-beta-L-rhamnoside + H(+) + S-adenosyl-L-homocysteine	CHEBI:78636	CHEBI:78640	vitexin 2''-O-beta-L-rhamnoside	7-O-methylvitexin 2''-O-beta-L-rhamnoside	L>R
RHEA:11440	2,3,5,6-tetrachlorophenol + NADPH + O2 = 2,3,5,6-tetrachlorohydroquinone + H2O + NADP(+)	CHEBI:59815	CHEBI:57994	2,3,5,6-tetrachlorophenol	2,3,5,6-tetrachlorohydroquinone	L>R
RHEA:11452	7-deoxyloganin + O2 + reduced [NADPH--hemoprotein reductase] = H(+) + H2O + loganin + oxidized [NADPH--hemoprotein reductase]	CHEBI:18370	CHEBI:15771	7-deoxyloganin	loganin	L>R
RHEA:11492	H(+) + O-phospho-L-threonine = (R)-1-aminopropan-2-yl phosphate + CO2	CHEBI:58675	CHEBI:58563	O-phospho-L-threonine	(R)-1-aminopropan-2-yl phosphate	L>R
RHEA:11504	6-demethylsterigmatocystin + S-adenosyl-L-methionine = H(+) + S-adenosyl-L-homocysteine + sterigmatocystin	CHEBI:18236	CHEBI:18227	6-demethylsterigmatocystin	sterigmatocystin	L>R
RHEA:11508	2-oxoglutarate + L-aspartyl-[protein] + O2 = 3-hydroxy-L-aspartyl-[protein] + CO2 + succinate	GENERIC:9867	GENERIC:14951	L-aspartyl-[protein]	3-hydroxy-L-aspartyl-[protein]	L>R
RHEA:11528	2 ATP + 2 cob(II)yrinate a,c diamide + reduced [electron-transfer flavoprotein] = 2 adenosylcob(III)yrinate a,c-diamide + 3 H(+) + oxidized [electron-transfer flavoprotein] + 2 triphosphate	CHEBI:58537	CHEBI:58503	cob(II)yrinate a,c diamide	adenosylcob(III)yrinate a,c-diamide	L>R
RHEA:11576	ATP + thiamine = AMP + H(+) + thiamine diphosphate	CHEBI:18385	CHEBI:58937	thiamine	thiamine diphosphate	L>R
RHEA:11648	(-)-menthol + H(+) + NADPH + O2 = 1,4-menthane-3,8-diol + H2O + NADP(+)	CHEBI:15409	CHEBI:16053	(-)-menthol	1,4-menthane-3,8-diol	L>R
RHEA:11656	ATP + holo-[peptidyl-carrier protein] + L-proline = AMP + diphosphate + L-prolyl-[peptidyl-carrier protein]	GENERIC:11480	GENERIC:14109	holo-[peptidyl-carrier protein]	L-prolyl-[peptidyl-carrier protein]	L>R
RHEA:11668	[(1->4)-alpha-D-glucosyl](n) + n ATP + n H2O = [(1->4)-6-phospho-alpha-D-glucosyl](n) + n AMP + 2n H(+) + n phosphate	POLYMER:9584	POLYMER:12983	[(1->4)-alpha-D-glucosyl](n)	[(1->4)-6-phospho-alpha-D-glucosyl](n)	L>R
RHEA:11684	methylarsonous acid + S-adenosyl-L-methionine = dimethylarsinate + 2 H(+) + S-adenosyl-L-homocysteine	CHEBI:17826	CHEBI:16223	methylarsonous acid	dimethylarsinate	L>R
RHEA:11688	ATP + L-leucine + tRNA(Leu) = AMP + diphosphate + L-leucyl-tRNA(Leu)	GENERIC:9613	GENERIC:9622	tRNA(Leu)	L-leucyl-tRNA(Leu)	L>R
RHEA:11696	3'-demethylstaurosporine + S-adenosyl-L-methionine = H(+) + S-adenosyl-L-homocysteine + staurosporine	CHEBI:57473	CHEBI:57491	3'-demethylstaurosporine	staurosporine	L>R
RHEA:11704	2 H(+) + N-(carboxyaminomethyl)urea = CO2 + N-(aminomethyl)urea	CHEBI:57415	CHEBI:57431	N-(carboxyaminomethyl)urea	N-(aminomethyl)urea	L>R
RHEA:11720	ATP + 2 H2O + N-methylhydantoin = ADP + 2 H(+) + N-carbamoylsarcosine + phosphate	CHEBI:16354	CHEBI:57490	N-methylhydantoin	N-carbamoylsarcosine	L>R
RHEA:11732	O2 + reduced [NADPH--hemoprotein reductase] + sophoraflavanone B = H(+) + H2O + leachianone G + oxidized [NADPH--hemoprotein reductase]	CHEBI:50207	CHEBI:50208	sophoraflavanone B	leachianone G	L>R
RHEA:11760	4 ATP + citrate + 2 H2O + 2 N(6)-acetyl-N(6)-hydroxy-L-lysine = 4 ADP + aerobactin + 4 H(+) + 4 phosphate	CHEBI:58122	CHEBI:58396	N(6)-acetyl-N(6)-hydroxy-L-lysine	aerobactin	L>R
RHEA:11776	2 H(+) + O2 + octadecanoyl-[ACP] + 2 reduced [2Fe-2S]-[ferredoxin] = (9Z)-octadecenoyl-[ACP] + 2 H2O + 2 oxidized [2Fe-2S]-[ferredoxin]	GENERIC:9656	GENERIC:9924	octadecanoyl-[ACP]	(9Z)-octadecenoyl-[ACP]	L>R
RHEA:11792	H(+) + NADH + O2 + propene = 1,2-epoxypropane + H2O + NAD(+)	CHEBI:16052	CHEBI:38685	propene	1,2-epoxypropane	L>R
RHEA:11796	ecdysone + O2 = 3-dehydroecdysone + H2O2	CHEBI:16688	CHEBI:17058	ecdysone	3-dehydroecdysone	L>R
RHEA:11808	bergaptol + S-adenosyl-L-methionine = bergapten + S-adenosyl-L-homocysteine	CHEBI:77728	CHEBI:18293	bergaptol	bergapten	L>R
RHEA:11856	1D-myo-inositol 1,4,5,6-tetrakisphosphate + ATP = 1D-myo-inositol 1,3,4,5,6-pentakisphosphate + ADP + H(+)	CHEBI:57627	CHEBI:57733	1D-myo-inositol 1,4,5,6-tetrakisphosphate	1D-myo-inositol 1,3,4,5,6-pentakisphosphate	L>R
RHEA:11872	corticosterone + 2 H(+) + O2 + 2 reduced [adrenodoxin] = 18-hydroxycorticosterone + H2O + 2 oxidized [adrenodoxin]	CHEBI:16827	CHEBI:16485	corticosterone	18-hydroxycorticosterone	L>R
RHEA:11880	(S)-6-hydroxynicotine + H2O + O2 = 6-hydroxypseudooxynicotine + H2O2	CHEBI:58182	CHEBI:58682	(S)-6-hydroxynicotine	6-hydroxypseudooxynicotine	L>R
RHEA:11892	6-O-methylnorlaudanosoline + S-adenosyl-L-methionine = H(+) + nororientaline + S-adenosyl-L-homocysteine	CHEBI:57578	CHEBI:57996	6-O-methylnorlaudanosoline	nororientaline	L>R
RHEA:11900	(1R,2S)-homoisocitrate + NAD(+) = 2-oxoadipate + CO2 + NADH	CHEBI:15404	CHEBI:57499	(1R,2S)-homoisocitrate	2-oxoadipate	L>R
RHEA:11968	AH2 + kynurenate + O2 = 7,8-dihydro-7,8-dihydroxykynurenate + A	CHEBI:58454	CHEBI:58015	kynurenate	7,8-dihydro-7,8-dihydroxykynurenate	L>R
RHEA:11976	anhydrotetracycline + H(+) + NADPH + O2 = 5a,11a-dehydrotetracycline + H2O + NADP(+)	CHEBI:58032	CHEBI:57522	anhydrotetracycline	5a,11a-dehydrotetracycline	L>R
RHEA:11988	1-acyl-2-(9Z)-enoyl-sn-glycero-3-phospholipid + S-adenosyl-L-methionine = 1-acyl-2-(9-cyclopronane)-acyl-sn-glycero-3-phospholipid + H(+) + S-adenosyl-L-homocysteine	CHEBI:76593	CHEBI:76594	1-acyl-2-(9Z)-enoyl-sn-glycero-3-phospholipid	1-acyl-2-(9-cyclopronane)-acyl-sn-glycero-3-phospholipid	L>R
