rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R
RHEA:10436	7alpha,12alpha-dihydroxy-3-oxochol-4-en-24-oyl-CoA = 12alpha-hydroxy-3-oxochola-4,6-dien-24-oyl-CoA + H2O	NA	CHEBI:15377	NA	H2O
RHEA:10456	acetyl-CoA + D-maltose = 1-O-acetylmaltose + CoA	CHEBI:17306,CHEBI:57288	CHEBI:57287	D-maltose,acetyl-CoA	CoA
RHEA:10464	[(1->4)-N-acetyl-beta-D-glucosaminyl](n) + n H2O = n acetate + chitosan	CHEBI:15377	CHEBI:30089	H2O	acetate
RHEA:10472	(2R,3S)-2,3-dimethylmalate = propanoate + pyruvate	NA	CHEBI:15361,CHEBI:17272	NA	pyruvate,propanoate
RHEA:10476	alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosaminyl group + CMP-N-acetyl-beta-neuraminate = CMP + H(+) + N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-D-galactosaminyl group	CHEBI:57812	CHEBI:15378,CHEBI:60377	CMP-N-acetyl-beta-neuraminate	H(+),CMP
RHEA:10480	2-oxoglutarate + 4-hydroxy-L-glutamate = 4-hydroxy-2-oxoglutarate + L-glutamate	CHEBI:16810	CHEBI:29985	2-oxoglutarate	L-glutamate
RHEA:10484	H2O + N-feruloylglycine = glycine + trans-ferulate	CHEBI:15377	CHEBI:57305	H2O	glycine
RHEA:10500	butanoyl-CoA + glyoxylate + H2O = 3-ethylmalate + CoA + H(+)	CHEBI:15377,CHEBI:36655,CHEBI:57371	CHEBI:57287,CHEBI:15378	H2O,glyoxylate,butanoyl-CoA	CoA,H(+)
RHEA:10508	D-glyceraldehyde 3-phosphate + D-sedoheptulose 7-phosphate = aldehydo-D-ribose 5-phosphate + D-xylulose 5-phosphate	CHEBI:59776	CHEBI:57737	D-glyceraldehyde 3-phosphate	D-xylulose 5-phosphate
RHEA:10516	(1S,3R,4S)-3,4-dihydroxycyclohexane-1-carboxylate + NAD(+) = (1S,4S)-4-hydroxy-3-oxocyclohexane-1-carboxylate + H(+) + NADH	CHEBI:57540	CHEBI:57945,CHEBI:15378	NAD(+)	NADH,H(+)
RHEA:10520	a 1,2-diacyl-3-O-(beta-D-galactosyl)-sn-glycerol + UDP-alpha-D-galactose = 1,2-diacyl-3-O-[alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol + H(+) + UDP	CHEBI:17615,CHEBI:66914	CHEBI:58223,CHEBI:15378	a 1,2-diacyl-3-O-(beta-D-galactosyl)-sn-glycerol,UDP-alpha-D-galactose	UDP,H(+)
RHEA:10532	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + L-serine = D-glyceraldehyde 3-phosphate + H2O + L-tryptophan	CHEBI:33384	CHEBI:15377,CHEBI:57912,CHEBI:59776	L-serine	H2O,L-tryptophan,D-glyceraldehyde 3-phosphate
RHEA:10536	4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine 6-sulfate + H2O = 4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine + H(+) + sulfate	CHEBI:15377	CHEBI:15378,CHEBI:16189	H2O	H(+),sulfate
RHEA:10540	7,8-dihydroneopterin = 6-hydroxymethyl-7,8-dihydropterin + glycolaldehyde	NA	CHEBI:17071	NA	glycolaldehyde
RHEA:10556	D-glyceraldehyde 3-phosphate + L-arginine = H(+) + N(2)-(2-carboxyethyl)-L-arginine + phosphate	CHEBI:32682,CHEBI:59776	CHEBI:15378,CHEBI:43474	L-arginine,D-glyceraldehyde 3-phosphate	H(+),phosphate
RHEA:10560	4-hydroxy-1-pyrroline-2-carboxylate + H(+) + H2O = 2,5-dioxopentanoate + NH4(+)	CHEBI:15377,CHEBI:15378	CHEBI:28938	H2O,H(+)	NH4(+)
RHEA:10564	H2O + oxaloacetate 4-methyl ester = H(+) + methanol + oxaloacetate	CHEBI:15377	CHEBI:15378,CHEBI:17790,CHEBI:16452	H2O	H(+),methanol,oxaloacetate
RHEA:10568	luteolin + UDP-alpha-D-glucuronate = H(+) + luteolin 7-O-beta-D-glucuronide + UDP	CHEBI:58052	CHEBI:58223,CHEBI:15378	UDP-alpha-D-glucuronate	UDP,H(+)
RHEA:10572	vinylacetyl-CoA = (2E)-butenoyl-CoA	NA	CHEBI:57332	NA	(2E)-butenoyl-CoA
RHEA:10576	CTP + H(+) + N-methylethanolamine phosphate = CDP-N-methylethanolamine + diphosphate	CHEBI:15378,CHEBI:37563	CHEBI:33019	H(+),CTP	diphosphate
RHEA:10612	N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-alpha-D-xylose = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAcl-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP	CHEBI:57632	CHEBI:58223,CHEBI:15378	UDP-alpha-D-xylose	UDP,H(+)
RHEA:10616	(2R,3S)-catechin + H2O + NADP(+) = (2R,3S,4S)-leucocyanidin + H(+) + NADPH	CHEBI:15377,CHEBI:58349	CHEBI:15378,CHEBI:57783	H2O,NADP(+)	H(+),NADPH
RHEA:10620	(E)-cinnamaldehyde + CoA + NADP(+) = (E)-cinnamoyl-CoA + H(+) + NADPH	CHEBI:57287,CHEBI:58349	CHEBI:15378,CHEBI:57783	CoA,NADP(+)	H(+),NADPH
RHEA:10628	phosphate + tRNA(n+1) = a ribonucleoside 5'-diphosphate + tRNA(n)	CHEBI:43474	CHEBI:57930	phosphate	a ribonucleoside 5'-diphosphate
RHEA:10632	D-mannonate + NAD(+) = D-mannuronate + H(+) + NADH	CHEBI:57540	CHEBI:57945,CHEBI:15378	NAD(+)	NADH,H(+)
RHEA:10636	D-mannonate + NADP(+) = D-mannuronate + H(+) + NADPH	CHEBI:58349	CHEBI:15378,CHEBI:57783	NADP(+)	H(+),NADPH
RHEA:10640	muconolactone = cis,cis-muconate + H(+)	NA	CHEBI:15378	NA	H(+)
RHEA:10644	2-oxo-2H-pyran-4,6-dicarboxylate + H2O = (1E)-4-oxobut-1-ene-1,2,4-tricarboxylate + H(+)	CHEBI:15377	CHEBI:15378	H2O	H(+)
RHEA:10652	a long-chain fatty aldehyde + H2O + NAD(+) = a long-chain fatty acid + 2 H(+) + NADH	CHEBI:15377,CHEBI:57540	CHEBI:57945,CHEBI:15378,CHEBI:57560	H2O,NAD(+)	NADH,H(+),a long-chain fatty acid
RHEA:10660	L-seryl-[protein] = D-seryl-[protein]	GENERIC:9863	NA	L-seryl-[protein]	NA
RHEA:10664	NAD(+) + perillyl alcohol = H(+) + NADH + perillyl aldehyde	CHEBI:57540	CHEBI:57945,CHEBI:15378	NAD(+)	NADH,H(+)
RHEA:10668	1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) + L-lysyl-tRNA(Lys) = 1,2-diacyl-sn-glycero-3-phospho-1'-(3'-O-L-lysyl)-sn-glycerol + tRNA(Lys)	CHEBI:64716	NA	1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol)	NA
RHEA:10676	(2R,3S)-3-isopropylmalate = 2-isopropylmaleate + H2O	NA	CHEBI:15377	NA	H2O
RHEA:10680	L-proline = D-proline	CHEBI:60039	NA	L-proline	NA
RHEA:10684	H2O + O-phospho-L-tyrosyl-[protein] = L-tyrosyl-[protein] + phosphate	CHEBI:15377	CHEBI:43474	H2O	phosphate
RHEA:10688	H2O + streptomycin 6-phosphate = phosphate + streptomycin	CHEBI:15377	CHEBI:43474	H2O	phosphate
RHEA:10700	H2O + limonene 1,2-epoxide = limonene-1,2-diol	CHEBI:15377	NA	H2O	NA
RHEA:10708	alpha-D-glucose 1-phosphate + GTP + H(+) = diphosphate + GDP-D-glucose	CHEBI:15378,CHEBI:58601,CHEBI:37565	CHEBI:33019	H(+),alpha-D-glucose 1-phosphate,GTP	diphosphate
RHEA:10720	2-amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one + glutathione disulfide + H2O = 6-pyruvoyl-5,6,7,8-tetrahydropterin + 2 glutathione	CHEBI:15377,CHEBI:58297	CHEBI:57925	H2O,glutathione disulfide	glutathione
RHEA:10724	GDP-6-deoxy-alpha-D-talose + NADP(+) = GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADPH	CHEBI:58349	CHEBI:15378,CHEBI:57783	NADP(+)	H(+),NADPH
RHEA:10728	GDP-6-deoxy-alpha-D-talose + NAD(+) = GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADH	CHEBI:57540	CHEBI:57945,CHEBI:15378	NAD(+)	NADH,H(+)
RHEA:10736	a primary alcohol + NAD(+) = an aldehyde + H(+) + NADH	CHEBI:57540	CHEBI:57945,CHEBI:15378,CHEBI:17478	NAD(+)	NADH,H(+),an aldehyde
RHEA:10740	a secondary alcohol + NAD(+) = a ketone + H(+) + NADH	CHEBI:57540	CHEBI:57945,CHEBI:15378	NAD(+)	NADH,H(+)
RHEA:10772	6-phospho-beta-D-glucosyl-(1->4)-D-glucose + H2O = D-glucose + D-glucose 6-phosphate	CHEBI:15377	CHEBI:4167,CHEBI:61548	H2O	D-glucose,D-glucose 6-phosphate
RHEA:10776	(2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate + NADP(+) = 3-(4-hydroxyphenyl)pyruvate + H(+) + NADPH	CHEBI:58349	CHEBI:15378,CHEBI:57783,CHEBI:36242	NADP(+)	H(+),NADPH,3-(4-hydroxyphenyl)pyruvate
RHEA:10780	(2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate + NAD(+) = 3-(4-hydroxyphenyl)pyruvate + H(+) + NADH	CHEBI:57540	CHEBI:57945,CHEBI:15378,CHEBI:36242	NAD(+)	NADH,H(+),3-(4-hydroxyphenyl)pyruvate
RHEA:10800	diphosphate + XMP = 5-phospho-alpha-D-ribose 1-diphosphate + xanthine	CHEBI:33019	CHEBI:17712,CHEBI:58017	diphosphate	xanthine,5-phospho-alpha-D-ribose 1-diphosphate
RHEA:10808	(S)-2-hydroxypropylphosphonate + H2O2 = (1R,2S)-epoxypropylphosphonate + 2 H2O	CHEBI:16240	CHEBI:15377	H2O2	H2O
RHEA:10812	H2O + N-succinyl-L-glutamate 5-semialdehyde + NAD(+) = 2 H(+) + N-succinyl-L-glutamate + NADH	CHEBI:15377,CHEBI:57540	CHEBI:57945,CHEBI:15378	H2O,NAD(+)	NADH,H(+)
RHEA:10816	H2O + methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside = L-fucose + methyl beta-D-galactoside	CHEBI:15377	NA	H2O	NA
RHEA:10832	a 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + H2O = 6-(alpha-D-glucosaminyl)-1D-myo-inositol + a 1,2-diacyl-sn-glycero-3-phosphate + H(+)	CHEBI:15377	CHEBI:58608,CHEBI:15378	H2O	a 1,2-diacyl-sn-glycero-3-phosphate,H(+)
RHEA:10840	H2O + O-phospho-L-homoserine = L-threonine + phosphate	CHEBI:15377	CHEBI:57926,CHEBI:43474	H2O	L-threonine,phosphate
RHEA:10844	oxaloacetate + pyridoxamine = L-aspartate + pyridoxal	CHEBI:16452	CHEBI:29991,CHEBI:17310	oxaloacetate	L-aspartate,pyridoxal
RHEA:10852	dimethylallyl diphosphate + leachianone G = diphosphate + sophoraflavanone G	CHEBI:57623	CHEBI:33019	dimethylallyl diphosphate	diphosphate
RHEA:10856	a N-(2-hydroxyacyl)sphing-4-enine + UDP-alpha-D-galactose = a 1-(beta-D-galactosyl)-2-(2-hydroxyacyl)sphingosine + H(+) + UDP	CHEBI:66914	CHEBI:58223,CHEBI:15378	UDP-alpha-D-galactose	UDP,H(+)
RHEA:10872	H2O + N-acyl-L-aspartate = a carboxylate + L-aspartate	CHEBI:15377	CHEBI:29991,CHEBI:29067	H2O	L-aspartate,a carboxylate
RHEA:10880	7-methylxanthosine + H2O = 7-methylxanthine + D-ribose + H(+)	CHEBI:15377	CHEBI:15378,CHEBI:47013	H2O	H(+),D-ribose
RHEA:10884	(24R,24(1)R)-fucosterol epoxide = acetaldehyde + cholesta-5,24-dien-3beta-ol	NA	CHEBI:15343	NA	acetaldehyde
RHEA:10888	4-carboxy-2-hydroxy-cis,cis-muconate 6-semialdehyde + H2O + NADP(+) = 4-carboxy-2-hydroxy-cis,cis-muconate + 2 H(+) + NADPH	CHEBI:15377,CHEBI:58349	CHEBI:15378,CHEBI:57783	H2O,NADP(+)	H(+),NADPH
RHEA:10892	(2R,3S)-3-isopropylmalate + NAD(+) = (2S)-2-isopropyl-3-oxosuccinate + H(+) + NADH	CHEBI:57540	CHEBI:57945,CHEBI:15378	NAD(+)	NADH,H(+)
RHEA:10896	2 H2O + limonin = 2 H(+) + limonoate	CHEBI:15377	CHEBI:15378	H2O	H(+)
RHEA:10900	an aromatic L-alpha-amino acid + glyoxylate = an aromatic oxo-acid + glycine	CHEBI:36655	CHEBI:57305	glyoxylate	glycine
RHEA:10908	3'-phosphoadenylyl sulfate + glycolithocholate = adenosine 3',5'-bisphosphate + H(+) + sulfoglycolithocholate	CHEBI:58339	CHEBI:58343,CHEBI:15378	3'-phosphoadenylyl sulfate	adenosine 3',5'-bisphosphate,H(+)
RHEA:10916	(1R,2R,3R)-prephytoene diphosphate = all-trans-phytoene + diphosphate	NA	CHEBI:33019	NA	diphosphate
RHEA:10936	6-decylubiquinone + 2 thiosulfate = 6-decylubiquinol + tetrathionate	CHEBI:33542	NA	thiosulfate	NA
RHEA:10940	(2E)-geranyl diphosphate = (4R)-limonene + diphosphate	CHEBI:58057	CHEBI:33019	(2E)-geranyl diphosphate	diphosphate
RHEA:10944	H2O + psi-UMP = phosphate + pseudouridine	CHEBI:15377	CHEBI:43474	H2O	phosphate
RHEA:10952	hydroxymalonate + sinapoyl-CoA = CoA + sinapoyltartronate	NA	CHEBI:57287	NA	CoA
RHEA:10972	D-hexose + H(+) + phosphoramidate = alpha-D-hexose 1-phosphate + NH4(+)	CHEBI:15378	CHEBI:28938	H(+)	NH4(+)
RHEA:10980	L-serine = D-serine	CHEBI:33384	NA	L-serine	NA
