rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R
RHEA:12937	a 1-acyl-sn-glycero-3-phosphocholine + an acyl-CoA = a 1,2-diacyl-sn-glycero-3-phosphocholine + CoA	CHEBI:58168,CHEBI:58342	CHEBI:57287,CHEBI:57643	a 1-acyl-sn-glycero-3-phosphocholine,an acyl-CoA	CoA,a 1,2-diacyl-sn-glycero-3-phosphocholine
RHEA:12961	acetoacetate + butanoyl-CoA = acetoacetyl-CoA + butanoate	CHEBI:13705,CHEBI:57371	CHEBI:17968,CHEBI:57286	acetoacetate,butanoyl-CoA	butanoate,acetoacetyl-CoA
RHEA:13017	diphosphate + UMP = 5-phospho-alpha-D-ribose 1-diphosphate + uracil	CHEBI:33019,CHEBI:57865	CHEBI:17568,CHEBI:58017	diphosphate,UMP	uracil,5-phospho-alpha-D-ribose 1-diphosphate
RHEA:13053	L-phenylalanine + pyruvate = 3-phenylpyruvate + L-alanine	CHEBI:15361,CHEBI:58095	CHEBI:18005,CHEBI:57972	pyruvate,L-phenylalanine	3-phenylpyruvate,L-alanine
RHEA:13089	6 [Fe(III)cytochrome c] + 2 H2O + NH4(+) = 6 [Fe(II)cytochrome c] + 8 H(+) + nitrite	GENERIC:14399,CHEBI:28938,CHEBI:15377	GENERIC:10350,CHEBI:15378,CHEBI:16301	[Fe(III)cytochrome c],NH4(+),H2O	[Fe(II)cytochrome c],H(+),nitrite
RHEA:13141	2-methylpropanoyl-CoA = butanoyl-CoA	CHEBI:57338	CHEBI:57371	2-methylpropanoyl-CoA	butanoyl-CoA
RHEA:13149	A + H(+) + NADPH = AH2 + NADP(+)	CHEBI:15378,CHEBI:57783,CHEBI:13193	CHEBI:17499,CHEBI:58349	H(+),NADPH,A	AH2,NADP(+)
RHEA:13213	H2O + NADP(+) + succinate semialdehyde = 2 H(+) + NADPH + succinate	CHEBI:15377,CHEBI:57706,CHEBI:58349	CHEBI:30031,CHEBI:15378,CHEBI:57783	H2O,succinate semialdehyde,NADP(+)	succinate,H(+),NADPH
RHEA:13217	H2O + NAD(+) + succinate semialdehyde = 2 H(+) + NADH + succinate	CHEBI:15377,CHEBI:57540,CHEBI:57706	CHEBI:57945,CHEBI:30031,CHEBI:15378	H2O,NAD(+),succinate semialdehyde	NADH,succinate,H(+)
RHEA:13381	acetate + an acyl-CoA = a fatty acid + acetyl-CoA	CHEBI:58342,CHEBI:30089	CHEBI:57288,CHEBI:28868	an acyl-CoA,acetate	acetyl-CoA,a fatty acid
RHEA:13473	H2O + L-tryptophan + NAD(+) = H(+) + indole-3-pyruvate + NADH + NH4(+)	CHEBI:15377,CHEBI:57540,CHEBI:57912	CHEBI:28938,CHEBI:57945,CHEBI:15378,CHEBI:17640	H2O,NAD(+),L-tryptophan	NH4(+),NADH,H(+),indole-3-pyruvate
RHEA:13477	H2O + L-tryptophan + NADP(+) = H(+) + indole-3-pyruvate + NADPH + NH4(+)	CHEBI:15377,CHEBI:57912,CHEBI:58349	CHEBI:28938,CHEBI:15378,CHEBI:57783,CHEBI:17640	H2O,L-tryptophan,NADP(+)	NH4(+),H(+),NADPH,indole-3-pyruvate
RHEA:13513	(S)-dihydroorotate + NAD(+) = H(+) + NADH + orotate	CHEBI:30864,CHEBI:57540	CHEBI:57945,CHEBI:15378,CHEBI:30839	(S)-dihydroorotate,NAD(+)	NADH,H(+),orotate
RHEA:13521	(R)-lactate + 2 [Fe(III)cytochrome c] = 2 [Fe(II)cytochrome c] + 2 H(+) + pyruvate	GENERIC:14399,CHEBI:16004	GENERIC:10350,CHEBI:15378,CHEBI:15361	[Fe(III)cytochrome c],(R)-lactate	[Fe(II)cytochrome c],H(+),pyruvate
RHEA:13645	beta-D-glucose + NADP(+) = D-glucono-1,5-lactone + H(+) + NADPH	CHEBI:15903,CHEBI:58349	CHEBI:15378,CHEBI:16217,CHEBI:57783	beta-D-glucose,NADP(+)	H(+),D-glucono-1,5-lactone,NADPH
RHEA:13649	beta-D-glucose + NAD(+) = D-glucono-1,5-lactone + H(+) + NADH	CHEBI:15903,CHEBI:57540	CHEBI:57945,CHEBI:15378,CHEBI:16217	beta-D-glucose,NAD(+)	NADH,H(+),D-glucono-1,5-lactone
RHEA:13677	D-ribulose 5-phosphate = D-xylulose 5-phosphate	CHEBI:58121	CHEBI:57737	D-ribulose 5-phosphate	D-xylulose 5-phosphate
RHEA:13713	a ubiquinone + succinate = a ubiquinol + fumarate	CHEBI:30031,POLYMER:9565	CHEBI:29806,POLYMER:9566	succinate,a ubiquinone	fumarate,a ubiquinol
RHEA:13741	3-phenylpyruvate + L-tryptophan = indole-3-pyruvate + L-phenylalanine	CHEBI:18005,CHEBI:57912	CHEBI:58095,CHEBI:17640	3-phenylpyruvate,L-tryptophan	L-phenylalanine,indole-3-pyruvate
RHEA:13753	2 L-glutamate + NAD(+) = 2-oxoglutarate + H(+) + L-glutamine + NADH	CHEBI:29985,CHEBI:57540	CHEBI:57945,CHEBI:16810,CHEBI:15378,CHEBI:58359	L-glutamate,NAD(+)	NADH,2-oxoglutarate,H(+),L-glutamine
RHEA:13801	3 H2O + hydrogen sulfide + 3 NADP(+) = 4 H(+) + 3 NADPH + sulfite	CHEBI:15377,CHEBI:29919,CHEBI:58349	CHEBI:15378,CHEBI:57783,CHEBI:17359	H2O,hydrogen sulfide,NADP(+)	H(+),NADPH,sulfite
RHEA:13881	a quinone + an aldehyde + H2O = a carboxylate + a quinol + H(+)	CHEBI:15377,CHEBI:132124,CHEBI:17478	CHEBI:24646,CHEBI:15378,CHEBI:29067	H2O,a quinone,an aldehyde	a quinol,H(+),a carboxylate
RHEA:13929	agmatine + H2O = putrescine + urea	CHEBI:15377,CHEBI:58145	CHEBI:16199,CHEBI:326268	H2O,agmatine	urea,putrescine
RHEA:13973	diphosphate + H(+)(in) + H2O = 2 H(+)(out) + 2 phosphate	CHEBI:15377,CHEBI:33019,CHEBI:15378	CHEBI:15378,CHEBI:43474	H2O,diphosphate,H(+)	H(+),phosphate
RHEA:14077	3-oxopropanoate + L-alanine = beta-alanine + pyruvate	CHEBI:57972,CHEBI:33190	CHEBI:57966,CHEBI:15361	L-alanine,3-oxopropanoate	beta-alanine,pyruvate
RHEA:14089	2-oxoglutarate + glycine = glyoxylate + L-glutamate	CHEBI:16810,CHEBI:57305	CHEBI:29985,CHEBI:36655	2-oxoglutarate,glycine	L-glutamate,glyoxylate
RHEA:14093	2-oxoglutarate + L-tryptophan = indole-3-pyruvate + L-glutamate	CHEBI:16810,CHEBI:57912	CHEBI:29985,CHEBI:17640	2-oxoglutarate,L-tryptophan	L-glutamate,indole-3-pyruvate
RHEA:14097	3-phenylpyruvate + L-aspartate = L-phenylalanine + oxaloacetate	CHEBI:18005,CHEBI:29991	CHEBI:58095,CHEBI:16452	3-phenylpyruvate,L-aspartate	L-phenylalanine,oxaloacetate
RHEA:14157	H2O + triphosphate = diphosphate + phosphate	CHEBI:15377,CHEBI:18036	CHEBI:33019,CHEBI:43474	H2O,triphosphate	diphosphate,phosphate
RHEA:14229	(6S)-5-methyl-5,6,7,8-tetrahydrofolate + 2 oxidized [2Fe-2S]-[ferredoxin] = (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + 2 H(+) + 2 reduced [2Fe-2S]-[ferredoxin]	GENERIC:10000,CHEBI:18608	GENERIC:10001,CHEBI:15378,CHEBI:15636	oxidized [2Fe-2S]-[ferredoxin],(6S)-5-methyl-5,6,7,8-tetrahydrofolate	reduced [2Fe-2S]-[ferredoxin],H(+),(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate
RHEA:14281	2 [Fe(III)cytochrome c] + H2O + sulfite = 2 [Fe(II)cytochrome c] + 2 H(+) + sulfate	GENERIC:14399,CHEBI:15377,CHEBI:17359	GENERIC:10350,CHEBI:15378,CHEBI:16189	[Fe(III)cytochrome c],H2O,sulfite	[Fe(II)cytochrome c],H(+),sulfate
RHEA:14293	D-glucose + NAD(+) = D-glucono-1,5-lactone + H(+) + NADH	CHEBI:57540,CHEBI:4167	CHEBI:57945,CHEBI:15378,CHEBI:16217	NAD(+),D-glucose	NADH,H(+),D-glucono-1,5-lactone
RHEA:14405	D-glucose + NADP(+) = D-glucono-1,5-lactone + H(+) + NADPH	CHEBI:58349,CHEBI:4167	CHEBI:15378,CHEBI:16217,CHEBI:57783	NADP(+),D-glucose	H(+),D-glucono-1,5-lactone,NADPH
RHEA:14445	a 1,2-diacyl-sn-glycero-3-phosphocholine + H2O = a 1,2-diacyl-sn-glycero-3-phosphate + choline + H(+)	CHEBI:15377,CHEBI:57643	CHEBI:58608,CHEBI:15378,CHEBI:15354	H2O,a 1,2-diacyl-sn-glycero-3-phosphocholine	a 1,2-diacyl-sn-glycero-3-phosphate,H(+),choline
RHEA:14501	H2O + L-homocysteine = 2-oxobutanoate + H(+) + hydrogen sulfide + NH4(+)	CHEBI:15377,CHEBI:58199	CHEBI:28938,CHEBI:15378,CHEBI:29919,CHEBI:16763	H2O,L-homocysteine	NH4(+),H(+),hydrogen sulfide,2-oxobutanoate
RHEA:14505	2 glutathione + thiosulfate = glutathione disulfide + 2 H(+) + hydrogen sulfide + sulfite	CHEBI:57925,CHEBI:33542	CHEBI:58297,CHEBI:15378,CHEBI:29919,CHEBI:17359	glutathione,thiosulfate	glutathione disulfide,H(+),hydrogen sulfide,sulfite
RHEA:14545	H2O + nicotinamide = NH4(+) + nicotinate	CHEBI:15377,CHEBI:17154	CHEBI:28938,CHEBI:32544	H2O,nicotinamide	NH4(+),nicotinate
RHEA:14581	H(+) + 2 monodehydro-L-ascorbate radical + NADH = 2 L-ascorbate + NAD(+)	CHEBI:57945,CHEBI:15378,CHEBI:59513	CHEBI:38290,CHEBI:57540	NADH,H(+),monodehydro-L-ascorbate radical	L-ascorbate,NAD(+)
RHEA:14665	guanine + H(+) + H2O = NH4(+) + xanthine	CHEBI:15377,CHEBI:16235,CHEBI:15378	CHEBI:28938,CHEBI:17712	H2O,guanine,H(+)	NH4(+),xanthine
RHEA:14669	D-glyceraldehyde 3-phosphate + H2O + NADP(+) = (2R)-3-phosphoglycerate + 2 H(+) + NADPH	CHEBI:15377,CHEBI:58349,CHEBI:59776	CHEBI:15378,CHEBI:57783,CHEBI:58272	H2O,NADP(+),D-glyceraldehyde 3-phosphate	H(+),NADPH,(2R)-3-phosphoglycerate
RHEA:14829	hydrogen sulfide + O-acetyl-L-serine = acetate + L-cysteine	CHEBI:29919,CHEBI:58340	CHEBI:35235,CHEBI:30089	hydrogen sulfide,O-acetyl-L-serine	L-cysteine,acetate
RHEA:14841	all-trans-geranylgeranyl diphosphate = ent-copalyl diphosphate	CHEBI:58756	CHEBI:58553	all-trans-geranylgeranyl diphosphate	ent-copalyl diphosphate
RHEA:14861	(S)-dihydroorotate + NADP(+) = H(+) + NADPH + orotate	CHEBI:30864,CHEBI:58349	CHEBI:15378,CHEBI:57783,CHEBI:30839	(S)-dihydroorotate,NADP(+)	H(+),NADPH,orotate
RHEA:14929	NAD(+) + testosterone = androst-4-ene-3,17-dione + H(+) + NADH	CHEBI:57540,CHEBI:17347	CHEBI:57945,CHEBI:16422,CHEBI:15378	NAD(+),testosterone	NADH,androst-4-ene-3,17-dione,H(+)
RHEA:14945	a 1,2-diacyl-sn-glycerol + UDP-alpha-D-galactose = a 1,2-diacyl-3-O-(beta-D-galactosyl)-sn-glycerol + H(+) + UDP	CHEBI:17815,CHEBI:66914	CHEBI:58223,CHEBI:15378,CHEBI:17615	a 1,2-diacyl-sn-glycerol,UDP-alpha-D-galactose	UDP,H(+),a 1,2-diacyl-3-O-(beta-D-galactosyl)-sn-glycerol
RHEA:14981	NADP(+) + testosterone = androst-4-ene-3,17-dione + H(+) + NADPH	CHEBI:17347,CHEBI:58349	CHEBI:16422,CHEBI:15378,CHEBI:57783	testosterone,NADP(+)	androst-4-ene-3,17-dione,H(+),NADPH
RHEA:15089	(R)-lactate + A = AH2 + pyruvate	CHEBI:16004,CHEBI:13193	CHEBI:17499,CHEBI:15361	(R)-lactate,A	AH2,pyruvate
RHEA:15093	2-oxoglutarate + L-tyrosine = 3-(4-hydroxyphenyl)pyruvate + L-glutamate	CHEBI:58315,CHEBI:16810	CHEBI:29985,CHEBI:36242	L-tyrosine,2-oxoglutarate	L-glutamate,3-(4-hydroxyphenyl)pyruvate
RHEA:15133	H2O + L-glutamate + NAD(+) = 2-oxoglutarate + H(+) + NADH + NH4(+)	CHEBI:15377,CHEBI:29985,CHEBI:57540	CHEBI:28938,CHEBI:57945,CHEBI:16810,CHEBI:15378	H2O,L-glutamate,NAD(+)	NH4(+),NADH,2-oxoglutarate,H(+)
RHEA:15145	D-maltose = alpha,alpha-trehalose	CHEBI:17306	CHEBI:16551	D-maltose	alpha,alpha-trehalose
RHEA:15173	H(+) + H2O2 + NADPH = 2 H2O + NADP(+)	CHEBI:16240,CHEBI:15378,CHEBI:57783	CHEBI:15377,CHEBI:58349	H2O2,H(+),NADPH	H2O,NADP(+)
RHEA:15177	a 1-acyl-sn-glycero-3-phosphocholine + H2O = a fatty acid + H(+) + sn-glycerol 3-phosphocholine	CHEBI:58168,CHEBI:15377	CHEBI:15378,CHEBI:28868,CHEBI:16870	a 1-acyl-sn-glycero-3-phosphocholine,H2O	H(+),a fatty acid,sn-glycerol 3-phosphocholine
RHEA:15233	[Fe(III)cytochrome c] + H2O + nitric oxide = [Fe(II)cytochrome c] + 2 H(+) + nitrite	GENERIC:14399,CHEBI:15377,CHEBI:16480	GENERIC:10350,CHEBI:15378,CHEBI:16301	[Fe(III)cytochrome c],H2O,nitric oxide	[Fe(II)cytochrome c],H(+),nitrite
RHEA:15313	ethanolamine = acetaldehyde + NH4(+)	CHEBI:57603	CHEBI:28938,CHEBI:15343	ethanolamine	NH4(+),acetaldehyde
RHEA:15325	an acyl-CoA + sn-glycerol 3-phosphate = a 1-acyl-sn-glycero-3-phosphate + CoA	CHEBI:58342,CHEBI:57597	CHEBI:57287,CHEBI:57970	an acyl-CoA,sn-glycerol 3-phosphate	CoA,a 1-acyl-sn-glycero-3-phosphate
RHEA:15481	(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + glycine + H2O = (6S)-5,6,7,8-tetrahydrofolate + L-serine	CHEBI:15377,CHEBI:57305,CHEBI:15636	CHEBI:33384,CHEBI:57453	H2O,glycine,(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate	L-serine,(6S)-5,6,7,8-tetrahydrofolate
RHEA:15501	2 L-glutamate + NADP(+) = 2-oxoglutarate + H(+) + L-glutamine + NADPH	CHEBI:29985,CHEBI:58349	CHEBI:16810,CHEBI:15378,CHEBI:57783,CHEBI:58359	L-glutamate,NADP(+)	2-oxoglutarate,H(+),NADPH,L-glutamine
RHEA:15577	H2O + uridine = D-ribose + uracil	CHEBI:15377,CHEBI:16704	CHEBI:17568,CHEBI:47013	H2O,uridine	uracil,D-ribose
RHEA:15585	15-cis-phytoene + 4 A = 4 AH2 + all-trans-lycopene	CHEBI:13193,CHEBI:27787	CHEBI:17499,CHEBI:15948	A,15-cis-phytoene	AH2,all-trans-lycopene
RHEA:15673	acetoacetyl-CoA + H2O = acetoacetate + CoA + H(+)	CHEBI:15377,CHEBI:57286	CHEBI:57287,CHEBI:15378,CHEBI:13705	H2O,acetoacetyl-CoA	CoA,H(+),acetoacetate
RHEA:15721	glycine + H2O + NAD(+) = glyoxylate + H(+) + NADH + NH4(+)	CHEBI:15377,CHEBI:57540,CHEBI:57305	CHEBI:28938,CHEBI:57945,CHEBI:36655,CHEBI:15378	H2O,NAD(+),glycine	NH4(+),NADH,glyoxylate,H(+)
RHEA:15757	L-homoserine + NAD(+) = H(+) + L-aspartate 4-semialdehyde + NADH	CHEBI:57476,CHEBI:57540	CHEBI:57945,CHEBI:15378,CHEBI:537519	L-homoserine,NAD(+)	NADH,H(+),L-aspartate 4-semialdehyde
RHEA:15761	L-homoserine + NADP(+) = H(+) + L-aspartate 4-semialdehyde + NADPH	CHEBI:57476,CHEBI:58349	CHEBI:15378,CHEBI:57783,CHEBI:537519	L-homoserine,NADP(+)	H(+),NADPH,L-aspartate 4-semialdehyde
