rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R
RHEA:10768	(2R,3S,4S)-3,4-leucopelargonidin + 2-oxoglutarate + O2 = (4S)-2,3-dehydroleucopelargonidin + CO2 + H(+) + H2O + succinate	CHEBI:15379,CHEBI:16810	CHEBI:15377,CHEBI:30031,CHEBI:15378,CHEBI:16526	O2,2-oxoglutarate	H2O,succinate,H(+),CO2
RHEA:10784	2-oxoglutarate + N(6)-methyl-L-lysyl(36)-[histone H3] + O2 = CO2 + formaldehyde + L-lysyl(36)-[histone H3] + succinate	CHEBI:15379,CHEBI:16810	CHEBI:16842,CHEBI:30031,CHEBI:16526	O2,2-oxoglutarate	formaldehyde,succinate,CO2
RHEA:10788	2-dehydro-D-gluconate + ATP = 6-phospho-2-dehydro-D-gluconate + ADP + H(+)	CHEBI:30616	CHEBI:456216,CHEBI:15378	ATP	ADP,H(+)
RHEA:10792	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + H(+) = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + CO2	CHEBI:15378	CHEBI:16526	H(+)	CO2
RHEA:10796	albendazole + H(+) + NADPH + O2 = albendazole S-oxide + H2O + NADP(+)	CHEBI:15379,CHEBI:15378,CHEBI:57783	CHEBI:15377,CHEBI:58349	O2,H(+),NADPH	H2O,NADP(+)
RHEA:10828	anthranilate + ATP + CoA = AMP + anthraniloyl-CoA + diphosphate	CHEBI:57287,CHEBI:16567,CHEBI:30616	CHEBI:33019,CHEBI:456215	CoA,anthranilate,ATP	diphosphate,AMP
RHEA:10836	NADPH + O2 + questin = demethylsulochrin + NADP(+)	CHEBI:15379,CHEBI:57783	CHEBI:58349	O2,NADPH	NADP(+)
RHEA:10848	an [alpha-factor](in) + ATP + H2O = ADP + an [alpha-factor](out) + H(+) + phosphate	CHEBI:15377,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:43474	H2O,ATP	ADP,H(+),phosphate
RHEA:10860	3-hydroxy-2-methylpyridine-5-carboxylate + NADH + O2 = 2-(acetamidomethylene)succinate + NAD(+)	CHEBI:15379,CHEBI:57945	CHEBI:57540	O2,NADH	NAD(+)
RHEA:10864	3-hydroxy-2-methylpyridine-5-carboxylate + NADPH + O2 = 2-(acetamidomethylene)succinate + NADP(+)	CHEBI:15379,CHEBI:57783	CHEBI:58349	O2,NADPH	NADP(+)
RHEA:10904	[cypemycin](1-18)-L-Cys-L-Leu-L-Val-L-Cys + A = AH2 + C(3,19),S(21)-[cypemycin](1-18)-L-Ala-L-Leu-N-thioethenyl-L-valinamide + CO2 + hydrogen sulfide	CHEBI:13193	CHEBI:17499,CHEBI:29919,CHEBI:16526	A	AH2,hydrogen sulfide,CO2
RHEA:10912	(R)-pantoate + ATP + beta-alanine = (R)-pantothenate + AMP + diphosphate + H(+)	CHEBI:57966,CHEBI:30616	CHEBI:33019,CHEBI:456215,CHEBI:15378	beta-alanine,ATP	diphosphate,AMP,H(+)
RHEA:10920	(1R,4R)-bornane-2,5-dione + H(+) + NADH + O2 = (1R,4R)-5-oxo-1,2-campholide + H2O + NAD(+)	CHEBI:15379,CHEBI:57945,CHEBI:15378	CHEBI:15377,CHEBI:57540	O2,NADH,H(+)	H2O,NAD(+)
RHEA:10928	ent-kaur-16-en-19-al + O2 + reduced [NADPH--hemoprotein reductase] = ent-kaur-16-en-19-oate + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964,CHEBI:15379	GENERIC:11965,CHEBI:15377,CHEBI:15378	reduced [NADPH--hemoprotein reductase],O2	oxidized [NADPH--hemoprotein reductase],H2O,H(+)
RHEA:10932	ATP + L-aspartate + L-citrulline = 2-(N(omega)-L-arginino)succinate + AMP + diphosphate + H(+)	CHEBI:29991,CHEBI:57743,CHEBI:30616	CHEBI:33019,CHEBI:456215,CHEBI:15378	L-aspartate,L-citrulline,ATP	diphosphate,AMP,H(+)
RHEA:10948	ATP + D-glucosamine = ADP + D-glucosamine 6-phosphate + H(+)	CHEBI:30616	CHEBI:456216,CHEBI:15378	ATP	ADP,H(+)
RHEA:10956	H(+) + NADPH + O2 + trans-cinnamate = H2O + NADP(+) + trans-2-coumarate	CHEBI:15379,CHEBI:15378,CHEBI:57783	CHEBI:15377,CHEBI:58349	O2,H(+),NADPH	H2O,NADP(+)
RHEA:10964	ATP + D-xylulose = ADP + D-xylulose 5-phosphate + H(+)	CHEBI:30616	CHEBI:57737,CHEBI:456216,CHEBI:15378	ATP	D-xylulose 5-phosphate,ADP,H(+)
RHEA:10976	H(+) + NADH + O2 + quinolin-2-ol = 5,6-dihydroquinoline-2,5,6-triol + NAD(+)	CHEBI:15379,CHEBI:57945,CHEBI:15378	CHEBI:57540	O2,NADH,H(+)	NAD(+)
RHEA:10996	2-methylpropanal oxime + S-adenosyl-L-methionine = 2-methylpropanal O-methyloxime + H(+) + S-adenosyl-L-homocysteine	CHEBI:59789	CHEBI:15378,CHEBI:57856	S-adenosyl-L-methionine	H(+),S-adenosyl-L-homocysteine
RHEA:11000	an N-carbamoyl-D-amino acid + 2 H(+) + H2O = a D-alpha-amino acid + CO2 + NH4(+)	CHEBI:15377,CHEBI:15378	CHEBI:28938,CHEBI:16526	H2O,H(+)	NH4(+),CO2
RHEA:11020	1D-myo-inositol 1,4,5-trisphosphate + ATP = 1D-myo-inositol 1,3,4,5-tetrakisphosphate + ADP + H(+)	CHEBI:30616	CHEBI:456216,CHEBI:15378	ATP	ADP,H(+)
RHEA:11024	ATP + NH4(+) = ADP + 2 H(+) + phosphoramidate	CHEBI:28938,CHEBI:30616	CHEBI:456216,CHEBI:15378	NH4(+),ATP	ADP,H(+)
RHEA:11028	ATP + D-mannose = ADP + D-mannose 6-phosphate + H(+)	CHEBI:4208,CHEBI:30616	CHEBI:456216,CHEBI:15378	D-mannose,ATP	ADP,H(+)
RHEA:11036	ATP + H2O + quaternary ammonium(out) = ADP + H(+) + phosphate + quaternary ammonium(in)	CHEBI:15377,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:43474	H2O,ATP	ADP,H(+),phosphate
RHEA:11052	4-aminobenzoate + 2 H(+) + NADH + O2 = 4-aminophenol + CO2 + H2O + NAD(+)	CHEBI:15379,CHEBI:57945,CHEBI:15378	CHEBI:15377,CHEBI:57540,CHEBI:16526	O2,NADH,H(+)	H2O,NAD(+),CO2
RHEA:11056	4-aminobenzoate + 2 H(+) + NADPH + O2 = 4-aminophenol + CO2 + H2O + NADP(+)	CHEBI:15379,CHEBI:15378,CHEBI:57783	CHEBI:15377,CHEBI:16526,CHEBI:58349	O2,H(+),NADPH	H2O,CO2,NADP(+)
RHEA:11060	ATP + L-isoleucine + tRNA(Ile) = AMP + diphosphate + L-isoleucyl-tRNA(Ile)	CHEBI:58045,CHEBI:30616	CHEBI:33019,CHEBI:456215	L-isoleucine,ATP	diphosphate,AMP
RHEA:11084	3-dehydro-L-gulonate + H(+) = CO2 + L-xylulose	CHEBI:15378	CHEBI:16526	H(+)	CO2
RHEA:11104	N(alpha),N(alpha)-dimethyl-L-histidine + S-adenosyl-L-methionine = H(+) + hercynine + S-adenosyl-L-homocysteine	CHEBI:59789	CHEBI:15378,CHEBI:57856	S-adenosyl-L-methionine	H(+),S-adenosyl-L-homocysteine
RHEA:11120	cyanate + 3 H(+) + hydrogencarbonate = 2 CO2 + NH4(+)	CHEBI:17544,CHEBI:15378	CHEBI:28938,CHEBI:16526	hydrogencarbonate,H(+)	NH4(+),CO2
RHEA:11124	2,5-dihydroxypyridine + H2O + O2 = formate + 2 H(+) + maleamate	CHEBI:15379,CHEBI:15377	CHEBI:15740,CHEBI:15378	O2,H2O	formate,H(+)
RHEA:11128	4-coumaroyl-CoA + 2 H(+) + 3 malonyl-CoA = 2',4,4',6'-tetrahydroxychalcone + 3 CO2 + 4 CoA	CHEBI:57355,CHEBI:15378,CHEBI:57384	CHEBI:57287,CHEBI:16526	4-coumaroyl-CoA,H(+),malonyl-CoA	CoA,CO2
RHEA:11148	4 Fe(2+) + 4 H(+) + O2 = 4 Fe(3+) + 2 H2O	CHEBI:15379,CHEBI:29033,CHEBI:15378	CHEBI:15377	O2,Fe(2+),H(+)	H2O
RHEA:11152	5-pyridoxate + NADPH + O2 = 2-(acetamidomethylene)-3-(hydroxymethyl)succinate + NADP(+)	CHEBI:15379,CHEBI:57783	CHEBI:58349	O2,NADPH	NADP(+)
RHEA:11164	a 1,2-diacyl-sn-glycero-3-phosphoethanolamine + S-adenosyl-L-methionine = 1,2-diacyl-sn-glycero-3-phospho-N-methylethanolamine + H(+) + S-adenosyl-L-homocysteine	CHEBI:59789,CHEBI:64612	CHEBI:15378,CHEBI:57856	S-adenosyl-L-methionine,a 1,2-diacyl-sn-glycero-3-phosphoethanolamine	H(+),S-adenosyl-L-homocysteine
RHEA:11180	ATP + L-asparagine + tRNA(Asn) = AMP + diphosphate + H(+) + L-asparaginyl-tRNA(Asn)	CHEBI:58048,CHEBI:30616	CHEBI:33019,CHEBI:456215,CHEBI:15378	L-asparagine,ATP	diphosphate,AMP,H(+)
RHEA:11184	3-(carbamoylamino)propanoate + 2 H(+) + H2O = beta-alanine + CO2 + NH4(+)	CHEBI:15377,CHEBI:15378	CHEBI:28938,CHEBI:57966,CHEBI:16526	H2O,H(+)	NH4(+),beta-alanine,CO2
RHEA:11204	apo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)] + ATP + biotin = AMP + diphosphate + H(+) + holo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]	CHEBI:57586,CHEBI:30616	CHEBI:33019,CHEBI:456215,CHEBI:15378	biotin,ATP	diphosphate,AMP,H(+)
RHEA:11212	indole + O2 = 2-formamidobenzaldehyde	CHEBI:15379,CHEBI:16881	NA	O2,indole	NA
RHEA:11216	a 2'-deoxyribonucleoside 5'-phosphate + ATP = a 2'-deoxyribonucleoside 5'-diphosphate + ADP	CHEBI:30616	CHEBI:456216	ATP	ADP
RHEA:11220	a 5'-end (5'-triphosphoguanosine)-(purine-ribonucleotide) in mRNA + S-adenosyl-L-methionine = a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(purine-ribonucleotide) in mRNA + S-adenosyl-L-homocysteine	CHEBI:59789	CHEBI:57856	S-adenosyl-L-methionine	S-adenosyl-L-homocysteine
RHEA:11224	ATP + 2 D-alanine = ADP + D-alanyl-D-alanine + H(+) + phosphate	CHEBI:57416,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:43474	D-alanine,ATP	ADP,H(+),phosphate
RHEA:11240	ATP + thiamine diphosphate = ADP + thiamine triphosphate	CHEBI:30616	CHEBI:456216	ATP	ADP
RHEA:11276	4 hydroquinone + O2 = 4 benzosemiquinone + 2 H2O	CHEBI:15379,CHEBI:17594	CHEBI:15377	O2,hydroquinone	H2O
RHEA:11288	dihydromacarpine + H(+) + O2 = H2O2 + macarpine	CHEBI:15379,CHEBI:15378	CHEBI:16240	O2,H(+)	H2O2
RHEA:11292	2 H(+) + O2 + rifamycin B = H2O2 + rifamycin O	CHEBI:15379,CHEBI:15378	CHEBI:16240	O2,H(+)	H2O2
RHEA:11332	ATP + RNA(n) = diphosphate + RNA(n)-3'-adenine ribonucleotide	CHEBI:30616	CHEBI:33019	ATP	diphosphate
RHEA:11336	(3R)-3-hydroxy-16-methoxy-2,3-dihydrotabersonine + S-adenosyl-L-methionine = deacetoxyvindoline + H(+) + S-adenosyl-L-homocysteine	CHEBI:59789	CHEBI:15378,CHEBI:57856	S-adenosyl-L-methionine	H(+),S-adenosyl-L-homocysteine
RHEA:11340	5-guanidino-2-oxopentanoate + H(+) = 4-guanidinobutanal + CO2	CHEBI:15378	CHEBI:16526	H(+)	CO2
RHEA:11348	arsenite(in) + ATP + H2O = ADP + arsenite(out) + H(+) + phosphate	CHEBI:15377,CHEBI:30616	CHEBI:456216,CHEBI:15378,CHEBI:43474	H2O,ATP	ADP,H(+),phosphate
RHEA:11360	2 2',3,4,4',6'-pentahydroxychalcone + 2 H(+) + O2 = 2 aureusidin + 2 H2O	CHEBI:15379,CHEBI:15378	CHEBI:15377	O2,H(+)	H2O
RHEA:11368	1-acyl-2-(9Z)-octadecenoyl-sn-glycero-3-phosphocholine + H(+) + NADH + O2 = 1-acyl-2-[(S)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine + H2O + NAD(+)	CHEBI:15379,CHEBI:57945,CHEBI:15378	CHEBI:15377,CHEBI:57540	O2,NADH,H(+)	H2O,NAD(+)
RHEA:11396	5-methyldeoxycytidine 5'-phosphate + ATP = 5-methyldeoxycytidine diphosphate + ADP	CHEBI:30616	CHEBI:456216	ATP	ADP
RHEA:11412	6-hydroxymethyl-7,8-dihydropterin + ATP = (7,8-dihydropterin-6-yl)methyl diphosphate + AMP + H(+)	CHEBI:30616	CHEBI:456215,CHEBI:15378	ATP	AMP,H(+)
RHEA:11420	NADPH + O2 + senecionine = H2O + NADP(+) + senecionine N-oxide	CHEBI:15379,CHEBI:57783	CHEBI:15377,CHEBI:58349	O2,NADPH	H2O,NADP(+)
RHEA:11424	[myosin heavy-chain]-L-threonine + ATP = [myosin heavy-chain]-O-phospho-L-threonine + ADP + H(+)	CHEBI:30616	CHEBI:456216,CHEBI:15378	ATP	ADP,H(+)
RHEA:11432	S-adenosyl-L-methionine + vitexin 2''-O-beta-L-rhamnoside = 7-O-methylvitexin 2''-O-beta-L-rhamnoside + H(+) + S-adenosyl-L-homocysteine	CHEBI:59789	CHEBI:15378,CHEBI:57856	S-adenosyl-L-methionine	H(+),S-adenosyl-L-homocysteine
