rheaid	reactionEquation	compoundID_L	compoundID_R	compoundName_L	compoundName_R
RHEA:10172	(3R)-hydroxybutanoate dimer + H2O = 2 (R)-3-hydroxybutanoate + H(+)	CHEBI:10979	CHEBI:10983	(3R)-hydroxybutanoate dimer	(R)-3-hydroxybutanoate
RHEA:10176	(2S,3R)-2-hydroxy-3-(indol-3-yl)butanoate + NAD(+) = (R)-3-(indol-3-yl)-2-oxobutanoate + H(+) + NADH	CHEBI:131783	CHEBI:91180	(2S,3R)-2-hydroxy-3-(indol-3-yl)butanoate	(R)-3-(indol-3-yl)-2-oxobutanoate
RHEA:10184	(4,5-dihydro-5-oxofuran-2-yl)-acetate + H2O = 3-oxoadipate + H(+)	CHEBI:58425	CHEBI:15775	(4,5-dihydro-5-oxofuran-2-yl)-acetate	3-oxoadipate
RHEA:10188	acetoacetyl-CoA + acetyl-CoA + H2O = (3S)-hydroxy-3-methylglutaryl-CoA + CoA + H(+)	NA	CHEBI:43074	NA	(3S)-hydroxy-3-methylglutaryl-CoA
RHEA:10196	(1R,6R)-6-hydroxy-2-succinyl-cyclohexa-2,4-diene-1-carboxylate = 2-succinylbenzoate + H2O	CHEBI:58689	CHEBI:18325	(1R,6R)-6-hydroxy-2-succinyl-cyclohexa-2,4-diene-1-carboxylate	2-succinylbenzoate
RHEA:10200	butanoate + NAD(+) = (2E)-2-butenoate + H(+) + NADH	NA	CHEBI:35899	NA	(2E)-2-butenoate
RHEA:10204	dimethylamine + H(+) + H2O + oxidized [electron-transfer flavoprotein] = formaldehyde + methylamine + reduced [electron-transfer flavoprotein]	CHEBI:58040	NA	dimethylamine	NA
RHEA:10208	an N-terminal L-alpha-aminoacyl-[protein] + L-arginyl-tRNA(Arg) = H(+) + N-terminal L-arginyl-L-amino acid-[protein] + tRNA(Arg)	GENERIC:10636,GENERIC:9673	GENERIC:10638,GENERIC:9658	an N-terminal L-alpha-aminoacyl-[protein],L-arginyl-tRNA(Arg)	N-terminal L-arginyl-L-amino acid-[protein],tRNA(Arg)
RHEA:10212	2-oxoglutarate + 5-aminopentanoate = 5-oxopentanoate + L-glutamate	CHEBI:356010	CHEBI:16120	5-aminopentanoate	5-oxopentanoate
RHEA:10228	citrate = cis-aconitate + H2O	NA	CHEBI:16383	NA	cis-aconitate
RHEA:10232	5,6-dihydrouridine 5'-monophosphate + diphosphate = 5,6-dihydrouracil + 5-phospho-alpha-D-ribose 1-diphosphate	CHEBI:142106	CHEBI:15901	5,6-dihydrouridine 5'-monophosphate	5,6-dihydrouracil
RHEA:10236	trans-2-coumarate + UDP-alpha-D-glucose = H(+) + trans-beta-D-glucosyl-2-hydroxycinnamate + UDP	CHEBI:12875	CHEBI:58181	trans-2-coumarate	trans-beta-D-glucosyl-2-hydroxycinnamate
RHEA:10240	a 2,3-saturated acyl-[ACP] + NAD(+) = a (2E)-enoyl-[ACP] + H(+) + NADH	GENERIC:9926	GENERIC:9925	a 2,3-saturated acyl-[ACP]	a (2E)-enoyl-[ACP]
RHEA:10244	4-fumarylacetoacetate + H2O = acetoacetate + fumarate + H(+)	CHEBI:18034	NA	4-fumarylacetoacetate	NA
RHEA:10248	dUTP + H2O = diphosphate + dUMP + H(+)	CHEBI:61555	CHEBI:246422	dUTP	dUMP
RHEA:10268	2-dehydro-3-deoxy-D-glucarate = 2-hydroxy-3-oxopropanoate + pyruvate	CHEBI:58098	CHEBI:57978	2-dehydro-3-deoxy-D-glucarate	2-hydroxy-3-oxopropanoate
RHEA:10284	L-leucine = (3R)-beta-leucine	NA	CHEBI:57428	NA	(3R)-beta-leucine
RHEA:10288	H2O + L-rhamnono-1,4-lactone = H(+) + L-rhamnonate	CHEBI:17937	CHEBI:58118	L-rhamnono-1,4-lactone	L-rhamnonate
RHEA:10292	acetyl-CoA + D-glucosamine 6-phosphate = CoA + H(+) + N-acetyl-D-glucosamine 6-phosphate	CHEBI:58725	CHEBI:57513	D-glucosamine 6-phosphate	N-acetyl-D-glucosamine 6-phosphate
RHEA:10296	D-glyceraldehyde 3-phosphate + NADP(+) + phosphate = (2R)-3-phospho-glyceroyl phosphate + H(+) + NADPH	NA	CHEBI:57604	NA	(2R)-3-phospho-glyceroyl phosphate
RHEA:10300	D-glyceraldehyde 3-phosphate + NAD(+) + phosphate = (2R)-3-phospho-glyceroyl phosphate + H(+) + NADH	NA	CHEBI:57604	NA	(2R)-3-phospho-glyceroyl phosphate
RHEA:10304	a 2-acyl-sn-glycero-3-phosphoethanolamine + a fatty acyl-[ACP] = a 1,2-diacyl-sn-glycero-3-phosphoethanolamine + holo-[ACP]	GENERIC:14125,CHEBI:65213	NA	a fatty acyl-[ACP],a 2-acyl-sn-glycero-3-phosphoethanolamine	NA
RHEA:10320	trans-3-hydroxy-L-proline = 1-pyrroline-2-carboxylate + H2O	CHEBI:57938	CHEBI:39785	trans-3-hydroxy-L-proline	1-pyrroline-2-carboxylate
RHEA:10324	an L-glycol + NADP(+) = a 2-hydroxycarbonyl + H(+) + NADPH	CHEBI:27636	CHEBI:52501	an L-glycol	a 2-hydroxycarbonyl
RHEA:10328	an L-glycol + NAD(+) = a 2-hydroxycarbonyl + H(+) + NADH	CHEBI:27636	CHEBI:52501	an L-glycol	a 2-hydroxycarbonyl
RHEA:10336	citrate = isocitrate	NA	CHEBI:16087	NA	isocitrate
RHEA:10340	(2E,6E)-farnesyl diphosphate = (-)-vetispiradiene + diphosphate	NA	CHEBI:46971	NA	(-)-vetispiradiene
RHEA:10344	1-O-(1Z-alkenyl)-sn-glycero-3-phosphocholine + an acyl-CoA = 1-O-(1Z-alkenyl)-2-acyl-sn-glycero-3-phosphocholine + CoA	CHEBI:77287	CHEBI:77286	1-O-(1Z-alkenyl)-sn-glycero-3-phosphocholine	1-O-(1Z-alkenyl)-2-acyl-sn-glycero-3-phosphocholine
RHEA:10352	an N-acetylarylalkylamine + H2O = acetate + an arylalkylamine	CHEBI:18096	CHEBI:142408	an N-acetylarylalkylamine	an arylalkylamine
RHEA:10356	3alpha-hydroxy-5beta-androstan-17-one + NAD(+) = 5beta-androstane-3,17-dione + H(+) + NADH	CHEBI:28195	CHEBI:16985	3alpha-hydroxy-5beta-androstan-17-one	5beta-androstane-3,17-dione
RHEA:10360	3,4-dihydrocoumarin + H2O = 3-(2-hydroxyphenyl)propanoate + H(+)	CHEBI:16151	CHEBI:46957	3,4-dihydrocoumarin	3-(2-hydroxyphenyl)propanoate
RHEA:10364	2-oxoglutarate + dodecanoyl-CoA + H2O = (3S,4S)-3-hydroxytetradecane-1,3,4-tricarboxylate + CoA + H(+)	NA	CHEBI:57435	NA	(3S,4S)-3-hydroxytetradecane-1,3,4-tricarboxylate
RHEA:10368	2-oxoglutarate + dTDP-4-amino-4,6-dideoxy-D-galactose = dTDP-4-dehydro-6-deoxy-D-galactose + L-glutamate	CHEBI:57596	CHEBI:57837	dTDP-4-amino-4,6-dideoxy-D-galactose	dTDP-4-dehydro-6-deoxy-D-galactose
RHEA:10380	diphosphate + orotidine 5'-phosphate = 5-phospho-alpha-D-ribose 1-diphosphate + orotate	CHEBI:57538	NA	orotidine 5'-phosphate	NA
RHEA:10392	(E)-cinnamyl alcohol + NADP(+) = (E)-cinnamaldehyde + H(+) + NADPH	CHEBI:33227	CHEBI:16731	(E)-cinnamyl alcohol	(E)-cinnamaldehyde
RHEA:10400	L-glutamine + pyruvate = 2-oxoglutaramate + L-alanine	NA	CHEBI:16769	NA	2-oxoglutaramate
RHEA:10408	4,8,12-trimethyltridecanoyl-CoA + propanoyl-CoA = 3-oxopristanoyl-CoA + CoA	CHEBI:57351	CHEBI:57291	4,8,12-trimethyltridecanoyl-CoA	3-oxopristanoyl-CoA
RHEA:10416	fumarate + toluene = 2-benzylsuccinate	CHEBI:17578	CHEBI:57621	toluene	2-benzylsuccinate
RHEA:10420	pyruvate + taurine = L-alanine + sulfoacetaldehyde	NA	CHEBI:58246	NA	sulfoacetaldehyde
RHEA:10424	H2O + N-benzoylglycine = benzoate + glycine	CHEBI:606565	NA	N-benzoylglycine	NA
RHEA:10436	7alpha,12alpha-dihydroxy-3-oxochol-4-en-24-oyl-CoA = 12alpha-hydroxy-3-oxochola-4,6-dien-24-oyl-CoA + H2O	CHEBI:132977	CHEBI:132978	7alpha,12alpha-dihydroxy-3-oxochol-4-en-24-oyl-CoA	12alpha-hydroxy-3-oxochola-4,6-dien-24-oyl-CoA
RHEA:10456	acetyl-CoA + D-maltose = 1-O-acetylmaltose + CoA	NA	CHEBI:13714	NA	1-O-acetylmaltose
RHEA:10460	prostaglandin A1 = prostaglandin C1	CHEBI:57398	CHEBI:57399	prostaglandin A1	prostaglandin C1
RHEA:10464	[(1->4)-N-acetyl-beta-D-glucosaminyl](n) + n H2O = n acetate + chitosan	POLYMER:9593	POLYMER:9597	[(1->4)-N-acetyl-beta-D-glucosaminyl](n)	chitosan
RHEA:10472	(2R,3S)-2,3-dimethylmalate = propanoate + pyruvate	CHEBI:57422	NA	(2R,3S)-2,3-dimethylmalate	NA
RHEA:10476	alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosaminyl group + CMP-N-acetyl-beta-neuraminate = CMP + H(+) + N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-D-galactosaminyl group	CHEBI:16901	CHEBI:58294	alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosaminyl group	N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-D-galactosaminyl group
RHEA:10480	2-oxoglutarate + 4-hydroxy-L-glutamate = 4-hydroxy-2-oxoglutarate + L-glutamate	CHEBI:32812	CHEBI:17742	4-hydroxy-L-glutamate	4-hydroxy-2-oxoglutarate
RHEA:10484	H2O + N-feruloylglycine = glycine + trans-ferulate	CHEBI:58236	CHEBI:29749	N-feruloylglycine	trans-ferulate
RHEA:10500	butanoyl-CoA + glyoxylate + H2O = 3-ethylmalate + CoA + H(+)	NA	CHEBI:57425	NA	3-ethylmalate
RHEA:10508	D-glyceraldehyde 3-phosphate + D-sedoheptulose 7-phosphate = aldehydo-D-ribose 5-phosphate + D-xylulose 5-phosphate	CHEBI:57483	CHEBI:58273	D-sedoheptulose 7-phosphate	aldehydo-D-ribose 5-phosphate
RHEA:10516	(1S,3R,4S)-3,4-dihydroxycyclohexane-1-carboxylate + NAD(+) = (1S,4S)-4-hydroxy-3-oxocyclohexane-1-carboxylate + H(+) + NADH	CHEBI:57413	CHEBI:57414	(1S,3R,4S)-3,4-dihydroxycyclohexane-1-carboxylate	(1S,4S)-4-hydroxy-3-oxocyclohexane-1-carboxylate
RHEA:10520	a 1,2-diacyl-3-O-(beta-D-galactosyl)-sn-glycerol + UDP-alpha-D-galactose = 1,2-diacyl-3-O-[alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol + H(+) + UDP	NA	CHEBI:28396	NA	1,2-diacyl-3-O-[alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol
RHEA:10532	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + L-serine = D-glyceraldehyde 3-phosphate + H2O + L-tryptophan	CHEBI:58866	NA	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate	NA
RHEA:10536	4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine 6-sulfate + H2O = 4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine + H(+) + sulfate	CHEBI:57878	CHEBI:57850	4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine 6-sulfate	4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine
RHEA:10540	7,8-dihydroneopterin = 6-hydroxymethyl-7,8-dihydropterin + glycolaldehyde	CHEBI:17001	CHEBI:44841	7,8-dihydroneopterin	6-hydroxymethyl-7,8-dihydropterin
RHEA:10556	D-glyceraldehyde 3-phosphate + L-arginine = H(+) + N(2)-(2-carboxyethyl)-L-arginine + phosphate	NA	CHEBI:57304	NA	N(2)-(2-carboxyethyl)-L-arginine
RHEA:10560	4-hydroxy-1-pyrroline-2-carboxylate + H(+) + H2O = 2,5-dioxopentanoate + NH4(+)	CHEBI:57745	CHEBI:58136	4-hydroxy-1-pyrroline-2-carboxylate	2,5-dioxopentanoate
RHEA:10564	H2O + oxaloacetate 4-methyl ester = H(+) + methanol + oxaloacetate	CHEBI:57927	NA	oxaloacetate 4-methyl ester	NA
RHEA:10568	luteolin + UDP-alpha-D-glucuronate = H(+) + luteolin 7-O-beta-D-glucuronide + UDP	CHEBI:57545	CHEBI:77671	luteolin	luteolin 7-O-beta-D-glucuronide
RHEA:10572	vinylacetyl-CoA = (2E)-butenoyl-CoA	CHEBI:57396	NA	vinylacetyl-CoA	NA
RHEA:10576	CTP + H(+) + N-methylethanolamine phosphate = CDP-N-methylethanolamine + diphosphate	CHEBI:57781	CHEBI:57547	N-methylethanolamine phosphate	CDP-N-methylethanolamine
RHEA:10600	prostaglandin H2 = prostaglandin D2	CHEBI:57405	CHEBI:57406	prostaglandin H2	prostaglandin D2
RHEA:10612	N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-alpha-D-xylose = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAcl-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP	GENERIC:13526	GENERIC:13530	N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein]	N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAcl-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein]
RHEA:10616	(2R,3S)-catechin + H2O + NADP(+) = (2R,3S,4S)-leucocyanidin + H(+) + NADPH	CHEBI:15600	CHEBI:11412	(2R,3S)-catechin	(2R,3S,4S)-leucocyanidin
RHEA:10620	(E)-cinnamaldehyde + CoA + NADP(+) = (E)-cinnamoyl-CoA + H(+) + NADPH	CHEBI:16731	CHEBI:57252	(E)-cinnamaldehyde	(E)-cinnamoyl-CoA
RHEA:10628	phosphate + tRNA(n+1) = a ribonucleoside 5'-diphosphate + tRNA(n)	POLYMER:11133	POLYMER:11132	tRNA(n+1)	tRNA(n)
RHEA:10632	D-mannonate + NAD(+) = D-mannuronate + H(+) + NADH	CHEBI:17767	CHEBI:30624	D-mannonate	D-mannuronate
RHEA:10636	D-mannonate + NADP(+) = D-mannuronate + H(+) + NADPH	CHEBI:17767	CHEBI:30624	D-mannonate	D-mannuronate
RHEA:10640	muconolactone = cis,cis-muconate + H(+)	CHEBI:58372	CHEBI:32379	muconolactone	cis,cis-muconate
RHEA:10644	2-oxo-2H-pyran-4,6-dicarboxylate + H2O = (1E)-4-oxobut-1-ene-1,2,4-tricarboxylate + H(+)	CHEBI:58304	CHEBI:57471	2-oxo-2H-pyran-4,6-dicarboxylate	(1E)-4-oxobut-1-ene-1,2,4-tricarboxylate
RHEA:10652	a long-chain fatty aldehyde + H2O + NAD(+) = a long-chain fatty acid + 2 H(+) + NADH	CHEBI:17176	NA	a long-chain fatty aldehyde	NA
RHEA:10660	L-seryl-[protein] = D-seryl-[protein]	NA	GENERIC:9864	NA	D-seryl-[protein]
RHEA:10664	NAD(+) + perillyl alcohol = H(+) + NADH + perillyl aldehyde	CHEBI:15420	CHEBI:15421	perillyl alcohol	perillyl aldehyde
RHEA:10668	1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) + L-lysyl-tRNA(Lys) = 1,2-diacyl-sn-glycero-3-phospho-1'-(3'-O-L-lysyl)-sn-glycerol + tRNA(Lys)	GENERIC:9696	CHEBI:75792,GENERIC:9697	L-lysyl-tRNA(Lys)	1,2-diacyl-sn-glycero-3-phospho-1'-(3'-O-L-lysyl)-sn-glycerol,tRNA(Lys)
RHEA:10672	cyclobutadithymidine in DNA = thymidine dimer in DNA	GENERIC:14585	GENERIC:14449	cyclobutadithymidine in DNA	thymidine dimer in DNA
RHEA:10676	(2R,3S)-3-isopropylmalate = 2-isopropylmaleate + H2O	CHEBI:35121	CHEBI:58085	(2R,3S)-3-isopropylmalate	2-isopropylmaleate
RHEA:10680	L-proline = D-proline	NA	CHEBI:57726	NA	D-proline
RHEA:10684	H2O + O-phospho-L-tyrosyl-[protein] = L-tyrosyl-[protein] + phosphate	GENERIC:10137	GENERIC:10136	O-phospho-L-tyrosyl-[protein]	L-tyrosyl-[protein]
RHEA:10688	H2O + streptomycin 6-phosphate = phosphate + streptomycin	CHEBI:57787	CHEBI:58007	streptomycin 6-phosphate	streptomycin
RHEA:10700	H2O + limonene 1,2-epoxide = limonene-1,2-diol	CHEBI:16431	CHEBI:17219	limonene 1,2-epoxide	limonene-1,2-diol
RHEA:10708	alpha-D-glucose 1-phosphate + GTP + H(+) = diphosphate + GDP-D-glucose	NA	CHEBI:58127	NA	GDP-D-glucose
RHEA:10720	2-amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one + glutathione disulfide + H2O = 6-pyruvoyl-5,6,7,8-tetrahydropterin + 2 glutathione	CHEBI:27714	CHEBI:136564	2-amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one	6-pyruvoyl-5,6,7,8-tetrahydropterin
RHEA:10724	GDP-6-deoxy-alpha-D-talose + NADP(+) = GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADPH	CHEBI:57638	CHEBI:57964	GDP-6-deoxy-alpha-D-talose	GDP-4-dehydro-alpha-D-rhamnose
RHEA:10728	GDP-6-deoxy-alpha-D-talose + NAD(+) = GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADH	CHEBI:57638	CHEBI:57964	GDP-6-deoxy-alpha-D-talose	GDP-4-dehydro-alpha-D-rhamnose
RHEA:10736	a primary alcohol + NAD(+) = an aldehyde + H(+) + NADH	CHEBI:15734	NA	a primary alcohol	NA
RHEA:10740	a secondary alcohol + NAD(+) = a ketone + H(+) + NADH	CHEBI:35681	CHEBI:17087	a secondary alcohol	a ketone
RHEA:10772	6-phospho-beta-D-glucosyl-(1->4)-D-glucose + H2O = D-glucose + D-glucose 6-phosphate	CHEBI:58312	NA	6-phospho-beta-D-glucosyl-(1->4)-D-glucose	NA
RHEA:10776	(2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate + NADP(+) = 3-(4-hydroxyphenyl)pyruvate + H(+) + NADPH	CHEBI:10980	NA	(2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate	NA
RHEA:10780	(2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate + NAD(+) = 3-(4-hydroxyphenyl)pyruvate + H(+) + NADH	CHEBI:10980	NA	(2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate	NA
RHEA:10800	diphosphate + XMP = 5-phospho-alpha-D-ribose 1-diphosphate + xanthine	CHEBI:57464	NA	XMP	NA
RHEA:10804	(S)-allantoin = (R)-allantoin	CHEBI:15678	CHEBI:15677	(S)-allantoin	(R)-allantoin
RHEA:10808	(S)-2-hydroxypropylphosphonate + H2O2 = (1R,2S)-epoxypropylphosphonate + 2 H2O	CHEBI:62246	CHEBI:62247	(S)-2-hydroxypropylphosphonate	(1R,2S)-epoxypropylphosphonate
RHEA:10812	H2O + N-succinyl-L-glutamate 5-semialdehyde + NAD(+) = 2 H(+) + N-succinyl-L-glutamate + NADH	CHEBI:58520	CHEBI:58763	N-succinyl-L-glutamate 5-semialdehyde	N-succinyl-L-glutamate
RHEA:10816	H2O + methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside = L-fucose + methyl beta-D-galactoside	CHEBI:17512	CHEBI:17540,CHEBI:2181	methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside	methyl beta-D-galactoside,L-fucose
RHEA:10820	D-threo-isocitrate = D-erythro-isocitrate	CHEBI:15562	CHEBI:15563	D-threo-isocitrate	D-erythro-isocitrate
RHEA:10832	a 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + H2O = 6-(alpha-D-glucosaminyl)-1D-myo-inositol + a 1,2-diacyl-sn-glycero-3-phosphate + H(+)	CHEBI:57997	CHEBI:58700	a 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	6-(alpha-D-glucosaminyl)-1D-myo-inositol
RHEA:10840	H2O + O-phospho-L-homoserine = L-threonine + phosphate	CHEBI:57590	NA	O-phospho-L-homoserine	NA
RHEA:10844	oxaloacetate + pyridoxamine = L-aspartate + pyridoxal	CHEBI:57761	NA	pyridoxamine	NA
RHEA:10852	dimethylallyl diphosphate + leachianone G = diphosphate + sophoraflavanone G	CHEBI:50208	CHEBI:50209	leachianone G	sophoraflavanone G
